node,degree,betweenness,closeness,traffic_load,dst,optimal_next_hop,seed
16,0.04081632653061224,0.000750489589775304,0.362962962962963,0.7964717756738773,4,37,42
9,0.12244897959183673,0.023275035122274017,0.4666666666666667,0.4921162930795382,17,24,42
19,0.12244897959183673,0.010561079590566385,0.4537037037037037,0.04586126640463295,24,35,42
5,0.14285714285714285,0.015812888453194573,0.45794392523364486,0.3287516102875082,1,47,42
42,0.2040816326530612,0.037110328230526304,0.5268817204301075,0.24014561877819307,43,31,42
46,0.14285714285714285,0.013591831448974306,0.45794392523364486,0.12804583895777244,22,40,42
30,0.16326530612244897,0.023649706510976018,0.5,0.13882717264941014,10,35,42
7,0.1020408163265306,0.005333813720293311,0.4298245614035088,0.18188008439914483,3,28,42
24,0.061224489795918366,0.0028105091242846348,0.3951612903225806,0.8743176048544171,2,9,42
26,0.12244897959183673,0.012656386508427325,0.44545454545454544,0.9731103492701043,29,44,42
18,0.061224489795918366,0.003772602114438849,0.3983739837398374,0.16893506307216455,21,27,42
27,0.18367346938775508,0.04034407226371513,0.48514851485148514,0.17701048427674682,42,36,42
20,0.16326530612244897,0.03323921601607676,0.45794392523364486,0.12063587110060081,5,9,42
40,0.22448979591836732,0.048362102500007664,0.532608695652174,0.2063337184057925,11,9,42
33,0.18367346938775508,0.0430666854098727,0.5104166666666666,0.5034172708548569,49,12,42
44,0.18367346938775508,0.030948090191787677,0.48514851485148514,0.039312139841098936,26,26,42
46,0.14285714285714285,0.013591831448974306,0.45794392523364486,0.08175903194887191,21,41,42
29,0.24489795918367346,0.06340367163071246,0.5268817204301075,0.9208724005318132,43,43,42
16,0.04081632653061224,0.000750489589775304,0.362962962962963,0.8683011070355868,26,36,42
7,0.1020408163265306,0.005333813720293311,0.4298245614035088,0.5972780822554306,49,19,42
14,0.12244897959183673,0.01745357816786388,0.4375,0.370472102791382,47,43,42
21,0.08163265306122448,0.006309636950018101,0.4336283185840708,0.618254771530296,13,13,42
22,0.14285714285714285,0.02003953623851583,0.4803921568627451,0.4625347161331479,13,44,42
44,0.18367346938775508,0.030948090191787677,0.48514851485148514,0.0366832028905979,25,15,42
6,0.18367346938775508,0.03949572017174058,0.494949494949495,0.8952068376871993,2,2,42
45,0.26530612244897955,0.058031599530699154,0.550561797752809,0.5321134852653157,42,2,42
44,0.18367346938775508,0.030948090191787677,0.48514851485148514,0.44741236682345464,17,29,42
34,0.14285714285714285,0.01891827465807058,0.46226415094339623,0.1048691665324809,14,12,42
36,0.18367346938775508,0.05040430605031445,0.5051546391752577,0.02007119777772637,27,27,42
16,0.04081632653061224,0.000750489589775304,0.362962962962963,0.08920432871205619,39,37,42
43,0.12244897959183673,0.014583750166733358,0.45794392523364486,0.890527280739895,24,40,42
19,0.12244897959183673,0.010561079590566385,0.4537037037037037,0.6791023191444896,25,15,42
2,0.18367346938775508,0.023643733078757095,0.5157894736842106,0.4984421989290573,41,6,42
46,0.14285714285714285,0.013591831448974306,0.45794392523364486,0.5371065418185478,35,41,42
33,0.18367346938775508,0.0430666854098727,0.5104166666666666,0.74543947418433,47,12,42
48,0.1020408163265306,0.012431352411094308,0.45794392523364486,0.12758030279556376,43,20,42
40,0.22448979591836732,0.048362102500007664,0.532608695652174,0.3630822963986351,36,36,42
25,0.12244897959183673,0.01615357265117169,0.44144144144144143,0.24435315546465453,34,34,42
44,0.18367346938775508,0.030948090191787677,0.48514851485148514,0.6057748193568872,5,45,42
32,0.16326530612244897,0.020764913940934354,0.46226415094339623,0.22533279771252823,21,9,42
5,0.14285714285714285,0.015812888453194573,0.45794392523364486,0.16068137325955567,48,45,42
10,0.12244897959183673,0.013472618415220454,0.4336283185840708,0.17337359529475482,30,35,42
8,0.1020408163265306,0.008334579252946598,0.4336283185840708,0.5245113895702547,2,31,42
39,0.22448979591836732,0.053688065510919654,0.5157894736842106,0.9823786169086064,36,37,42
30,0.16326530612244897,0.023649706510976018,0.5,0.39785559904574164,5,45,42
27,0.18367346938775508,0.04034407226371513,0.48514851485148514,0.8655071258939803,10,47,42
5,0.14285714285714285,0.015812888453194573,0.45794392523364486,0.49074877925878446,49,45,42
37,0.12244897959183673,0.022625928076858454,0.44954128440366975,0.5567628930139298,1,16,42
7,0.1020408163265306,0.005333813720293311,0.4298245614035088,0.2799790936602842,26,44,42
43,0.12244897959183673,0.014583750166733358,0.45794392523364486,0.18704374855752337,4,40,42
3,0.12244897959183673,0.011960073531577133,0.44954128440366975,0.19950692733831976,19,29,42
19,0.12244897959183673,0.010561079590566385,0.4537037037037037,0.5298400231811167,49,15,42
0,0.2040816326530612,0.046422896359120856,0.5051546391752577,0.7677795014428388,26,27,42
37,0.12244897959183673,0.022625928076858454,0.44954128440366975,0.506103956359347,36,16,42
35,0.14285714285714285,0.019720982659908227,0.4537037037037037,0.5325894325515859,12,19,42
32,0.16326530612244897,0.020764913940934354,0.46226415094339623,0.3366042781939206,5,9,42
9,0.12244897959183673,0.023275035122274017,0.4666666666666667,0.06337497047276774,4,11,42
43,0.12244897959183673,0.014583750166733358,0.45794392523364486,0.32235384497472297,1,1,42
1,0.1020408163265306,0.008892781915741098,0.4375,0.25464065476376385,20,20,42
36,0.18367346938775508,0.05040430605031445,0.5051546391752577,0.7602278598896866,8,20,42
10,0.12244897959183673,0.013472618415220454,0.4336283185840708,0.47157618855015837,15,35,42
34,0.14285714285714285,0.01891827465807058,0.46226415094339623,0.10669925011343606,29,11,42
4,0.08163265306122448,0.0027520594484880196,0.4298245614035088,0.4085182929359169,44,45,42
10,0.12244897959183673,0.013472618415220454,0.4336283185840708,0.20500181005323725,8,31,42
34,0.14285714285714285,0.01891827465807058,0.46226415094339623,0.9264494235897112,35,25,42
21,0.08163265306122448,0.006309636950018101,0.4336283185840708,0.1397723766262895,29,11,42
40,0.22448979591836732,0.048362102500007664,0.532608695652174,0.20162732004774453,36,36,42
29,0.24489795918367346,0.06340367163071246,0.5268817204301075,0.16426579793099294,35,41,42
4,0.08163265306122448,0.0027520594484880196,0.4298245614035088,0.6651972206962001,19,39,42
25,0.12244897959183673,0.01615357265117169,0.44144144144144143,0.3161965822964946,3,3,42
41,0.18367346938775508,0.04269161696757735,0.5104166666666666,0.6829820634171324,24,29,42
7,0.1020408163265306,0.005333813720293311,0.4298245614035088,0.713782454855326,39,19,42
31,0.14285714285714285,0.018356157606232635,0.49,0.539781061914633,38,29,42
14,0.12244897959183673,0.01745357816786388,0.4375,0.2322126951468173,33,43,42
32,0.16326530612244897,0.020764913940934354,0.46226415094339623,0.3838912213732114,47,27,42
13,0.1020408163265306,0.008244535604229481,0.4117647058823529,0.22902539092479635,40,38,42
38,0.12244897959183673,0.01697232047997354,0.47115384615384615,0.9398321236134751,5,45,42
6,0.18367346938775508,0.03949572017174058,0.494949494949495,0.6937176074033384,8,2,42
14,0.12244897959183673,0.01745357816786388,0.4375,0.6200727559285135,47,43,42
29,0.24489795918367346,0.06340367163071246,0.5268817204301075,0.5731508492573887,39,11,42
28,0.2040816326530612,0.05104504998525107,0.5104166666666666,0.7524031200388227,38,0,42
36,0.18367346938775508,0.05040430605031445,0.5051546391752577,0.743946292572677,26,11,42
3,0.12244897959183673,0.011960073531577133,0.44954128440366975,0.7140640822236142,22,29,42
4,0.08163265306122448,0.0027520594484880196,0.4298245614035088,0.34208174871590746,10,12,42
37,0.12244897959183673,0.022625928076858454,0.44954128440366975,0.11063173695520723,12,39,42
35,0.14285714285714285,0.019720982659908227,0.4537037037037037,0.12748866233198242,45,9,42
14,0.12244897959183673,0.01745357816786388,0.4375,0.5398606371128367,29,3,42
28,0.2040816326530612,0.05104504998525107,0.5104166666666666,0.4089551770854932,47,0,42
44,0.18367346938775508,0.030948090191787677,0.48514851485148514,0.012203072318044517,1,13,42
35,0.14285714285714285,0.019720982659908227,0.4537037037037037,0.7161790747329522,36,9,42
26,0.12244897959183673,0.012656386508427325,0.44545454545454544,0.8267988278090783,4,44,42
9,0.12244897959183673,0.023275035122274017,0.4666666666666667,0.5833917947661205,40,40,42
7,0.1020408163265306,0.005333813720293311,0.4298245614035088,0.4620058036441327,23,28,42
45,0.26530612244897955,0.058031599530699154,0.550561797752809,0.1533514031160802,42,2,42
12,0.2040816326530612,0.04747176232020169,0.5104166666666666,0.505888678884466,40,40,42
24,0.061224489795918366,0.0028105091242846348,0.3951612903225806,0.01811018382084051,33,17,42
42,0.2040816326530612,0.037110328230526304,0.5268817204301075,0.10221266422519959,11,2,42
47,0.12244897959183673,0.015595621781846272,0.46226415094339623,0.7900846371240867,3,1,42
36,0.18367346938775508,0.05040430605031445,0.5051546391752577,0.6513672109882461,7,27,42
48,0.1020408163265306,0.012431352411094308,0.45794392523364486,0.374435369720422,27,38,42
8,0.1020408163265306,0.008334579252946598,0.4336283185840708,0.1042469660518095,29,31,42
40,0.22448979591836732,0.048362102500007664,0.532608695652174,0.9106861982557131,21,9,42
0,0.2040816326530612,0.046422896359120856,0.5051546391752577,0.2359060345950812,46,20,42
25,0.12244897959183673,0.01615357265117169,0.44144144144144143,0.18632087949412068,46,46,42
22,0.14285714285714285,0.02003953623851583,0.4803921568627451,0.8698963620621283,0,28,42
39,0.22448979591836732,0.053688065510919654,0.5157894736842106,0.39900270387013026,14,4,42
8,0.1020408163265306,0.008334579252946598,0.4336283185840708,0.2055798083756375,9,20,42
25,0.12244897959183673,0.01615357265117169,0.44144144144144143,0.11426730005568775,41,6,42
24,0.061224489795918366,0.0028105091242846348,0.3951612903225806,0.9198556164127605,26,9,42
1,0.1020408163265306,0.008892781915741098,0.4375,0.3469532018962277,7,20,42
33,0.18367346938775508,0.0430666854098727,0.5104166666666666,0.45221794088980716,26,12,42
42,0.2040816326530612,0.037110328230526304,0.5268817204301075,0.9127494628791288,44,26,42
23,0.08163265306122448,0.006192635784472519,0.4224137931034483,0.49836777273947974,25,15,42
5,0.14285714285714285,0.015812888453194573,0.45794392523364486,0.3114731711327574,24,45,42
28,0.2040816326530612,0.05104504998525107,0.5104166666666666,0.6322642879195304,43,0,42
27,0.18367346938775508,0.04034407226371513,0.48514851485148514,0.5151736824068126,20,0,42
16,0.04081632653061224,0.000750489589775304,0.362962962962963,0.45898898801701304,20,36,42
19,0.12244897959183673,0.010561079590566385,0.4537037037037037,0.08534966807864386,22,15,42
39,0.22448979591836732,0.053688065510919654,0.5157894736842106,0.29959591176647704,49,4,42
31,0.14285714285714285,0.018356157606232635,0.49,0.3973181154575979,12,33,42
18,0.061224489795918366,0.003772602114438849,0.3983739837398374,0.46823182844137934,32,6,42
48,0.1020408163265306,0.012431352411094308,0.45794392523364486,0.3777259474401693,44,38,42
15,0.18367346938775508,0.0315418014247546,0.5,0.5874536042340743,40,6,42
0,0.2040816326530612,0.046422896359120856,0.5051546391752577,0.7140591997898282,14,28,42
49,0.14285714285714285,0.017099363888079377,0.47115384615384615,0.5344558912572469,1,29,42
48,0.1020408163265306,0.012431352411094308,0.45794392523364486,0.5596403313082179,29,29,42
3,0.12244897959183673,0.011960073531577133,0.44954128440366975,0.3343628113104822,0,20,42
38,0.12244897959183673,0.01697232047997354,0.47115384615384615,0.37330931627975295,2,45,42
9,0.12244897959183673,0.023275035122274017,0.4666666666666667,0.6439995432390158,19,35,42
32,0.16326530612244897,0.020764913940934354,0.46226415094339623,0.9789314356159612,22,27,42
31,0.14285714285714285,0.018356157606232635,0.49,0.6589239419101514,6,42,42
0,0.2040816326530612,0.046422896359120856,0.5051546391752577,0.2310747965880714,3,20,42
7,0.1020408163265306,0.005333813720293311,0.4298245614035088,0.5694435177635003,47,28,42
32,0.16326530612244897,0.020764913940934354,0.46226415094339623,0.23818278104672652,27,27,42
33,0.18367346938775508,0.0430666854098727,0.5104166666666666,0.24317219099945409,35,46,42
13,0.1020408163265306,0.008244535604229481,0.4117647058823529,0.8556964681062857,32,38,42
42,0.2040816326530612,0.037110328230526304,0.5268817204301075,0.3971835296184548,15,2,42
36,0.18367346938775508,0.05040430605031445,0.5051546391752577,0.406392308273522,20,20,42
47,0.12244897959183673,0.015595621781846272,0.46226415094339623,0.013001923510736035,17,1,42
6,0.18367346938775508,0.03949572017174058,0.494949494949495,0.20788625514602732,33,33,42
18,0.061224489795918366,0.003772602114438849,0.3983739837398374,0.18143543508979731,48,27,42
35,0.14285714285714285,0.019720982659908227,0.4537037037037037,0.42142455059249795,28,28,42
1,0.1020408163265306,0.008892781915741098,0.4375,0.8174435617384409,0,20,42
19,0.12244897959183673,0.010561079590566385,0.4537037037037037,0.2594234334312925,10,35,42
1,0.1020408163265306,0.008892781915741098,0.4375,0.5902949425148077,3,20,42
11,0.18367346938775508,0.0317400104952626,0.5051546391752577,0.624148907849134,20,9,42
37,0.12244897959183673,0.022625928076858454,0.44954128440366975,0.36275789466594544,29,16,42
43,0.12244897959183673,0.014583750166733358,0.45794392523364486,0.9484533069621567,34,40,42
21,0.08163265306122448,0.006309636950018101,0.4336283185840708,0.14011317576645255,44,11,42
9,0.12244897959183673,0.023275035122274017,0.4666666666666667,0.48743119824951364,30,11,42
45,0.26530612244897955,0.058031599530699154,0.550561797752809,0.7998552559473152,22,44,42
